jap,Head,Core,Right_Leg,Left_Leg,Right_Arm,Left_Arm,Acceleration,Velocity,Position,Joint Angle,rotation
p06_jap_main_023,0.31664808366403996,0.4930422493247396,0.23639951802270387,0.24367542078119464,0.1911016675273714,0.15025088041652948,0.04769734229551185,0.047725775495740835,0.04761908920136343,0.45639910480343604,0.7252381711614633
p06_jap_main_024,0.16733921331707005,0.3309638782811488,0.1046608080519974,0.11539774623156285,0.10215028932660628,0.0637697528199899,0.04776142718008981,0.04772277647364498,0.047619052591688915,0.47020341274935706,0.10624377804456672
p06_jap_main_025,0.35835796817980486,0.5051459352040945,0.3146477342448285,0.3118342607230433,0.2250493590901947,0.19400259568719969,0.04795927740912712,0.04897378453936122,0.04763982380147719,0.5395175435762364,0.8813918948697022
p06_jap_main_026,0.34419769308220216,0.4988284156247402,0.2709736902303769,0.2811131260360165,0.22820627711130329,0.1903641127565013,0.04780767594530607,0.04885055404127207,0.04762572873355569,0.47619461486371806,0.8583161765393379
p06_jap_main_027,0.2835780256085476,0.49396450482472964,0.2501850730981573,0.25178581367374797,0.2217851437424751,0.1508900484695978,0.047793684497429,0.04837800745418671,0.04761940766847142,0.44269724431298385,0.7681168104213146
p06_jap_main_028,0.31886189295576617,0.5080725618400082,0.2806155344182821,0.281183611452924,0.21362968124751158,0.1874854512918382,0.047778714268680925,0.048563765080727274,0.04762078103430255,0.46079007149821977,0.8604240284798014
p06_jap_main_029,0.30674488014764834,0.47990281640182647,0.2724611077025486,0.2854805629303513,0.1927241404086349,0.19362485062079857,0.04780243366679221,0.04842310284493403,0.047621244584395775,0.47149221873636576,0.8062373772114423
p06_jap_main_030,0.22393830924963978,0.4697714953097054,0.2651412476729767,0.2779768063373466,0.14696378735282342,0.12020574009370862,0.04821938703315049,0.0485795042416934,0.04761928201396376,0.43991973701550446,0.6610372037497896
p06_jap_post_001,0.3355725819817315,0.4993263490816142,0.31414844004666354,0.2972875333820611,0.22362372750100995,0.21201438256551247,0.0478962888613082,0.04924816336702066,0.047674289173674535,0.507147878127115,0.8997298600068996
p06_jap_post_002,0.3323594857380593,0.4908139151431879,0.30559553450840654,0.30246452980839306,0.20087164501763022,0.1741728092442051,0.04794549150826965,0.04795549296947658,0.047620400347817636,0.5096324286492055,0.8340356892997143
p06_jap_post_003,0.3263594096164318,0.5074345904172135,0.29742072885389775,0.292743072386015,0.2197938843726787,0.20088308724553894,0.047864447047389,0.04861547559968894,0.04762515122832865,0.5016340612645334,0.8692544691509438
p06_jap_post_004,0.3039839659377664,0.5022159404666968,0.2947980983391284,0.28375147827236546,0.2166283557023395,0.1584577391872129,0.047841121193370674,0.048259404542492224,0.047619770457355465,0.48852564019010136,0.8149173658569777
p06_jap_post_005,0.3239133800085992,0.5060141119020581,0.308650130242627,0.29980462056464263,0.21527577593668573,0.19380387484432454,0.04784620306999272,0.048352316515812,0.04764318517789333,0.5071174252619037,0.8704832679571585
p06_jap_post_006,0.28919709804639826,0.49084568921692834,0.27320593650756514,0.273056772763005,0.17531280125123,0.13834812359051912,0.049543737673939284,0.04793471107601581,0.047619600328254644,0.4771607564654145,0.7233704274968932
p06_jap_post_007,0.28091349891222855,0.49951038176781737,0.2902846704343478,0.2985026007715999,0.1530950327114778,0.13458963616831138,0.049063065410533235,0.04809665616727546,0.04762057070819613,0.4767588620792032,0.7383829838517765
p06_jap_post_008,0.26424817355067837,0.5055032999099616,0.29248429019782557,0.28534033319094815,0.15597097729344822,0.14235309812357375,0.04800506357679589,0.048342635841132436,0.047622432782413314,0.48619553416422,0.7269075179259682
p06_jap_post_009,0.3122182019419239,0.4818920571262585,0.3003507479133198,0.28829012038150503,0.21317733091805913,0.14644788465354655,0.05950270487509498,0.050819517671378905,0.04762013071490754,0.503074523522519,0.7739515775453958
p06_jap_post_010,0.23077426160343215,0.4807450679728921,0.2842052799661499,0.2724903220387606,0.15735371252911876,0.12470961158356719,0.04797190826236334,0.04839274208903472,0.047620451780073736,0.45582923636776196,0.6838691833759304
p06_jap_pre_001,0.25532803913435803,0.5004115729105866,0.262114456984779,0.21580083287461135,0.22876858887564794,0.1995840091414853,0.04781325911346083,0.04891956657801305,0.04767342336888242,0.34952052079555174,0.8776732898332744
p06_jap_pre_002,0.24173770244644857,0.4953952673967506,0.25576660701909415,0.22169414650689673,0.24810869183445972,0.19704266869373277,0.047859404723338106,0.04957631537488667,0.04779983011238282,0.34545686806824805,0.8863473345112796
p06_jap_pre_003,0.24718890569911203,0.49860761306299484,0.2558801207361481,0.22140195260404805,0.24664976116949516,0.18067284503283892,0.047881882359053406,0.04967360858363102,0.04772909550107494,0.34304406455184644,0.8770088787475936
p06_jap_pre_004,0.23457410788303196,0.48246849729199714,0.2536026612894743,0.21319300161099583,0.2325924736374485,0.19574456047997174,0.04791930985668383,0.0498666306637617,0.04773267621949542,0.3505873554779527,0.8410386989203996
p06_jap_pre_005,0.25327745851049094,0.4936158404503517,0.24607537048441977,0.21688994580644233,0.23877732997657403,0.20242630464511127,0.04783802469605637,0.04893076826058309,0.04789246472598647,0.32680467646009587,0.8932842398945734
p06_jap_pre_006,0.25364682715446973,0.499817025292267,0.2367927854083299,0.22781784388842513,0.24387883852887052,0.20524958521127518,0.047852813369501354,0.04900275631808429,0.0477717497540493,0.34194000514458345,0.8908081885678227
p06_jap_pre_007,0.25711337607764206,0.5002650408365514,0.24624720922612992,0.21822250216228012,0.24483347774117523,0.19877117005030334,0.04787241688177025,0.049884352321333175,0.047759929255309884,0.3438407860428445,0.8840282120327193
p06_jap_pre_008,0.25133407000264674,0.4970491122266313,0.23657664561582853,0.21847423407324457,0.24405181429047323,0.1856146715107416,0.04787693289053144,0.048854777747804494,0.04771082030734163,0.3484935259679419,0.8545636226661941
p06_jap_pre_009,0.24148873719638284,0.5002742655775371,0.252392877668083,0.24666161352494642,0.22432834283742534,0.17530387025419986,0.04803254181675895,0.04967750240336423,0.04762116617207043,0.380989733828239,0.8308162931571234
p06_jap_pre_010,0.2597772215790001,0.44406583692209856,0.2491939799126263,0.20987621413038582,0.23138768305384017,0.1885726181465572,0.057206878657857084,0.05029852352964109,0.047643121681109256,0.3369993221172094,0.8252417353311579
AVG,0.28792390274280105,0.4879748209169111,0.2658814872798257,0.2638756670855804,0.21595259094056105,0.1777263258173073,0.04841789682014533,0.04891469400185831,0.04767634401433382,0.45894855406519136,0.7969952730623023
