hook_left,Head,Core,Right_Leg,Left_Leg,Right_Arm,Left_Arm,Acceleration,Velocity,Position,Joint Angle,rotation
p08_hook_left_main_023,0.2712335784580512,0.3672145328665598,0.3065574532653426,0.28359758904991245,0.19401687921563424,0.24925467274800184,0.06581389889386006,0.0673213678541325,0.04765135336456584,0.41101337608030575,0.8371090019485491
p08_hook_left_main_024,0.32834334423285627,0.409235801842083,0.31375451579185565,0.2369143039504041,0.22472836948924738,0.16043698778271914,0.0729560510432482,0.07106285201637431,0.04765445440630535,0.4021353700990947,0.7931609307989257
p08_hook_left_main_025,0.27167160923064443,0.3562315988546498,0.2982215176723035,0.26684186383833497,0.1913075914754012,0.24709793211898567,0.06622054005847401,0.06532179630750694,0.048093802515056995,0.3533075357390165,0.8640259358574085
p08_hook_left_main_026,0.32623098824373553,0.38203106882820986,0.3174117696936519,0.2784984933719542,0.20039022780603571,0.19351355394716988,0.06836567640006787,0.06744259871824931,0.047629559854252095,0.38996662827148787,0.8537406689962895
p08_hook_left_main_027,0.299356141422057,0.38359182205375664,0.3110643326921875,0.3144365272377983,0.1954866426448416,0.1601927411186823,0.06850976978637663,0.0669613917998291,0.047634237337988224,0.4000559351091999,0.8245032069096887
p08_hook_left_main_028,0.3034539095337145,0.35271781795610846,0.2969597724613817,0.3006113894526608,0.18748353149565092,0.2557691548080627,0.06534078885296594,0.06474629679171381,0.0476894802229514,0.42556230660958666,0.8495307670479904
p08_hook_left_main_029,0.3364287896679991,0.38069377505306906,0.3285468942062611,0.26544180298208275,0.20043282064058948,0.19571445677151048,0.06854144917057015,0.06719664240295367,0.0479984754270785,0.3886980804738417,0.8578427801960244
p08_hook_left_main_030,0.33608359824159184,0.40540695557313616,0.31340114106319705,0.31332555124351885,0.21032199488335893,0.1742071417797701,0.07055154820888568,0.06877017038134034,0.047658657728988904,0.4568717897795809,0.8249913501217921
p08_hook_left_post_001,0.31289242027909875,0.38902440061428856,0.31607687682734137,0.2937477495057186,0.19722287214855688,0.13898954295586993,0.06907258106480249,0.06764400099141213,0.047631112578930254,0.40692838890786104,0.796934116470537
p08_hook_left_post_002,0.3344892939189089,0.38446109177878995,0.32511399086767057,0.3015277473647512,0.20045172062239178,0.1750278758659465,0.06887884460261955,0.06714066229215226,0.047803308364306275,0.42191351169370456,0.8397439079103699
p08_hook_left_post_003,0.3105296233165468,0.3788833352389387,0.3408704423012913,0.2867907667830429,0.20901224908164678,0.17064830552514626,0.06932775249037723,0.06867153232201832,0.047646419435030195,0.4237997948371202,0.8192033739317542
p08_hook_left_post_004,0.32031820421428236,0.3989319563351314,0.3250032054922277,0.2687070365361218,0.21710548929824283,0.15984059125441386,0.07191054218281538,0.06995599161461691,0.047642450779470845,0.39738332704162804,0.8225158496453945
p08_hook_left_post_005,0.3080421428247486,0.35897733128157305,0.3143328905106344,0.27310573273267985,0.18993418684238628,0.23921619507721448,0.0662575317721981,0.06597307625912568,0.047774718568067934,0.41067865489581906,0.8366960772217392
p08_hook_left_post_006,0.24652075074427549,0.4171600208378508,0.2981502723617434,0.28622259777097964,0.23015003525979152,0.23679236564342615,0.07461696705047476,0.07588186699101587,0.047654877878206395,0.4406183953814172,0.8161919065998801
p08_hook_left_post_007,0.2661887777814155,0.3999235949849734,0.2970654684007331,0.26731133537731505,0.20996495026712556,0.15711457983941954,0.07104817549814993,0.06928237216743376,0.04764017973512159,0.33955054392380335,0.8236119549189502
p08_hook_left_post_008,0.3203413955109694,0.40658278367335543,0.33342218304710924,0.303338496716145,0.2159854840669492,0.14997789465775227,0.07138617251577235,0.07012971241821958,0.04764080733079576,0.44198361086268356,0.821160244954602
p08_hook_left_post_009,0.2469097275416968,0.3626669090283118,0.3363548234964099,0.26837249939020413,0.1817770693089568,0.2656837705720726,0.06531476216351235,0.06543428799171744,0.047682624945195616,0.40501268007561214,0.8495607818116458
p08_hook_left_post_010,0.2821523157052878,0.37422275921154285,0.3182694792083178,0.30645598581754296,0.1956348541056301,0.25452359387055007,0.06732058141694348,0.06654654730473412,0.047668524100912935,0.4472984694877035,0.8530368015778559
p08_hook_left_pre_001,0.3403705299065705,0.4251071287276401,0.30010028354602847,0.2643529307979746,0.19864534428665626,0.1915544590753158,0.0669361592245298,0.06714799859266357,0.04767466260043823,0.4266491585351246,0.81139421596133
p08_hook_left_pre_002,0.3434121035545276,0.4321943214197718,0.3319581925410855,0.23629137958150476,0.19556856148121912,0.24145835426665183,0.0655549295625871,0.06624570801611256,0.04765946422479101,0.4825907704652508,0.813018683030624
p08_hook_left_pre_003,0.33480757613574974,0.43569311955649415,0.31841973235957505,0.27010108607417277,0.19440821885109474,0.24775563335646317,0.06552782665392874,0.06747058918943656,0.04770119125014777,0.5094862681717087,0.8069010408278526
p08_hook_left_pre_004,0.3296664253678081,0.4264204680435185,0.3205923115948569,0.24913481077275806,0.20511896211986747,0.23337448995173243,0.07008213131773074,0.06911700809000935,0.047741821736882246,0.46861039914590635,0.8187083766265657
p08_hook_left_pre_005,0.3552704208385108,0.38690029332503967,0.3218781656244644,0.2549108061461749,0.1954347832194759,0.2836737271590639,0.06544396011213655,0.06742997021682828,0.04794328560598958,0.4894711271839693,0.8409496338882715
p08_hook_left_pre_006,0.30742630383126707,0.3309158249282419,0.3359190328175352,0.2249407311481531,0.18201467634672122,0.26696581270411857,0.06581571798765833,0.0661637531040791,0.047621814764671144,0.5082527209476356,0.7163353399042214
p08_hook_left_pre_007,0.33978624330420615,0.3520638229158402,0.3234021152885348,0.26565425758499844,0.19080628505855574,0.2823703812159173,0.06568160200859922,0.06635937739023919,0.04762609768670428,0.5134187014404283,0.7947800240031926
p08_hook_left_pre_008,0.3273117217846435,0.4066665996945324,0.303149836262687,0.24113752513850378,0.21644702957021483,0.16898886422776074,0.07040333283077535,0.06975745088883294,0.04764462510660579,0.3809983384318699,0.8128795596148198
p08_hook_left_pre_009,0.32314580861412245,0.37866638150215015,0.3174077011331418,0.2498142088548314,0.20321531214893462,0.22630839724630486,0.06914375135784889,0.06900667144047909,0.04763679239537902,0.48691062850834593,0.7549260532569242
p08_hook_left_pre_010,0.3282563383274069,0.38082494301208997,0.2952737292964745,0.27153785716808587,0.19382869728633337,0.2533727879220407,0.06586050886468893,0.06658730759653558,0.047663364040600543,0.4585273569562435,0.8119255989293905
AVG,0.30813358721464673,0.38502801522840857,0.31280054537244634,0.2719908601728165,0.20437455671208102,0.2121926452277607,0.06874209976749598,0.06836543611245208,0.04775444570885694,0.4190149291480416,0.8252336403643099
