jap,Head,Core,Right_Leg,Left_Leg,Right_Arm,Left_Arm,Acceleration,Velocity,Position,Joint Angle,rotation,Overall,
p22_jap_main_023,0.294705076,0.486421167,0.327810005,0.300316124,0.285867883,0.278740965,0.047980764,0.049939757,0.047621986,0.597207935,0.924024589,0.924024589,
p22_jap_main_024,0.289207888,0.499550529,0.330796113,0.288305879,0.278293498,0.308181988,0.047770238,0.048884986,0.047636365,0.627984668,0.913217347,0.913217347,
p22_jap_main_025,0.287498972,0.492187287,0.321343401,0.27781941,0.273690247,0.280097497,0.047809232,0.048870729,0.047652387,0.556865173,0.925315253,0.925315253,
p22_jap_main_026,0.287737155,0.504793997,0.298706135,0.305995011,0.284986829,0.306111031,0.047845812,0.050228654,0.047691457,0.592016751,0.937652794,0.937652794,
p22_jap_main_027,0.282781717,0.510837524,0.305352785,0.292680002,0.275836257,0.304525917,0.04774896,0.048843604,0.047637369,0.59970497,0.915552778,0.915552778,
p22_jap_main_028,0.301587478,0.506904587,0.28426747,0.315213449,0.291909682,0.319818304,0.0478123,0.049915446,0.047637294,0.636516702,0.918264612,0.918264612,
p22_jap_main_029,0.29111182,0.500435449,0.33199517,0.275629676,0.275237073,0.272026912,0.04772177,0.048317135,0.047622229,0.586068336,0.905300107,0.905300107,
p22_jap_main_030,0.323526351,0.501857765,0.298376088,0.295091342,0.289125289,0.342208014,0.047734685,0.050172955,0.047723049,0.628163547,0.947700866,0.947700866,
p22_jap_post_001,0.300475035,0.470539442,0.346400346,0.29307995,0.267454215,0.27163953,0.048111559,0.049526878,0.047630238,0.596061864,0.907632669,0.907632669,
p22_jap_post_002,0.295480606,0.497304308,0.296974996,0.286421451,0.266806816,0.255598554,0.047717682,0.048560775,0.047619574,0.564213055,0.881126379,0.881126379,
p22_jap_post_003,0.328882094,0.50325265,0.289313135,0.261370901,0.286073462,0.302646496,0.047724407,0.048728034,0.0476224,0.59439344,0.904619407,0.904619407,
p22_jap_post_004,0.333893757,0.512457646,0.280592924,0.253204773,0.275838667,0.299892525,0.047771577,0.049159372,0.047622901,0.555281999,0.918752262,0.918752262,
p22_jap_post_005,0.32000489,0.503765562,0.285928365,0.260556741,0.286125446,0.295573468,0.047710753,0.048810678,0.047620648,0.56228348,0.918878536,0.918878536,
p22_jap_post_006,0.285988423,0.49905425,0.298564803,0.277117375,0.276114931,0.271270293,0.047709329,0.048565468,0.047625365,0.554945041,0.901648424,0.901648424,
p22_jap_post_007,0.304718375,0.504591397,0.292195581,0.308477624,0.273101696,0.331394632,0.047735983,0.049579102,0.047658142,0.636824608,0.913574596,0.913574596,
p22_jap_post_008,0.322420855,0.50059126,0.2888989,0.269530394,0.266024863,0.282173876,0.047813498,0.049093965,0.047620981,0.611127371,0.853303364,0.853303364,
p22_jap_post_009,0.29119292,0.490391492,0.242759031,0.246850474,0.265541134,0.257014521,0.047728089,0.048371084,0.047621681,0.499961742,0.849491963,0.849491963,
p22_jap_post_010,0.289121612,0.479831216,0.223109078,0.252549324,0.264219808,0.226892088,0.047872233,0.04849465,0.047619313,0.526185939,0.774457089,0.774457089,
p22_jap_pre_001,0.31445913,0.471899677,0.333364428,0.258225423,0.25315381,0.318088707,0.047762431,0.04820857,0.047649448,0.583921842,0.915215086,0.915215086,
p22_jap_pre_002,0.318676061,0.460579199,0.326154257,0.267489782,0.256004209,0.309388048,0.047941713,0.047941262,0.04762833,0.58299946,0.907860521,0.907860521,
p22_jap_pre_003,0.325004252,0.469359493,0.323139729,0.260621081,0.243842206,0.312713387,0.047759283,0.047730302,0.047642359,0.595315781,0.886407446,0.886407446,
p22_jap_pre_004,0.302080536,0.465394231,0.317362479,0.248211187,0.237245094,0.322620778,0.047827578,0.047690664,0.047636475,0.57459318,0.878167951,0.878167951,
p22_jap_pre_005,0.334202417,0.473622334,0.327159296,0.265254425,0.253639189,0.257740025,0.048175671,0.047814195,0.047627313,0.561132272,0.889081232,0.889081232,
p22_jap_pre_006,0.337011688,0.399949089,0.303149216,0.251406542,0.241347469,0.290953976,0.047941874,0.047814834,0.047654474,0.529701098,0.868140089,0.868140089,
p22_jap_pre_007,0.322189495,0.420100726,0.293683525,0.243845877,0.225454449,0.30804961,0.047838019,0.047729669,0.047659264,0.527717391,0.85670613,0.85670613,
p22_jap_pre_008,0.263240088,0.382950388,0.313430148,0.269074607,0.198610331,0.285149698,0.047905696,0.047752903,0.047630518,0.508689718,0.817348493,0.817348493,
p22_jap_pre_009,0.280009096,0.3947866,0.301941923,0.237450083,0.209492709,0.295724941,0.047910791,0.047923406,0.04762545,0.464858713,0.856790317,0.856790317,
p22_jap_pre_010,0.290728431,0.41098788,0.303839435,0.239089862,0.211880917,0.309309413,0.0478478,0.047681349,0.047636984,0.496537169,0.858153335,0.858153335,
AVG,0.313510249,0.483239727,0.302449704,0.274964622,0.268814143,0.292244959,0.047828407,0.04922559,0.047640137,0.57634316,0.901376403,0.901376403,
